الرقم,الفئة,العربية,الأمهرية,النطق
2722,العمل,يجب أن نعمل معاً.,አብረን መሥራት አለብን።,أبرين ميسرات أليبين
2723,العمل,ما هي مسؤوليتك؟,ኃላፊነትህ ምንድን ነው?,حلافيينيتيه ميندين نو؟
2724,المهن,ما هي وظيفتك؟,ስራህ ምንድን ነው?,سِراه مندِن نَو؟
2725,المهن,أنا طبيب.,እኔ ሐኪም ነኝ።,إني حاكيم نيني.
2726,المهن,هي معلمة.,እሷ አስተማሪ ናት።,إسوا أستيماري نات.
2727,المهن,أعمل في مكتب.,በቢሮ እሰራለሁ።,بِبيرو إِسِرالِهُ.
2728,المهن,هذا مهندس.,እኚህ መሐንዲስ ናቸው።,إنيه ميهانديس ناتشو.
2729,المهن,هل تحب عملك؟,ስራህን ትወዳለህ?,سِراهِن تِوِዳልيه؟
2730,المهن,أنا أحب عملي.,ስራዬን እወዳለሁ።,سِرايـيِن إِوِዳልِهُ.
2731,المهن,العمل صعب.,ስራው ከባድ ነው።,سِراو كيباد نَو.
2732,المهن,العمل سهل.,ስራው ቀላል ነው።,سِراو قِلال نَو.
2733,المهن,أنا أبحث عن عمل.,ሥራ እየፈለግኩ ነው።,سِرا إِييـفاليغكو نَو.
2734,المهن,هو مزارع.,እሱ ገበሬ ነው።,إِسو جيبيري نَو.
2735,المهن,نحن طلاب.,እኛ ተማሪዎች ነን።,إِنيـا تِماريوُتش نين.
2736,المهن,أريد أن أكون شرطياً.,ፖሊስ መሆን እፈልጋለሁ።,بوليس مِهون إِفاليغالِهُ.
2737,المهن,هي ممرضة.,እሷ ነርስ ናት።,إِسوا نيرس نات.
2738,المهن,الراتب جيد.,ደመወዙ ጥሩ ነው።,ديمووزو طِرو نَو.
2739,المهن,كم تكسب في الشهر؟,በወር ስንት ታገኛለህ?,بِوُور سنت تاغينياليه؟
2740,المهن,أنا سائق.,እኔ ሹፌር ነኝ።,إِني شوفير نيني.
2741,المهن,سأبدأ العمل غداً.,ነገ ሥራ እጀምራለሁ።,نِغي سِرا إِجِمِرالِهُ.
2742,المهن,لدي مقابلة عمل.,የሥራ ቃለ መጠይቅ አለኝ።,يِسِرا قالِي مِطَـيِق آليني.
2743,المهن,النجار يعمل بالخشب.,አናጺው በእንጨት ይሰራል,أناصيو بِإنْتشِت إيسِرال.
2744,المهن,الطاهي يطبخ الطعام.,ምግብ አብሳይ ምግብ ያበስላል።,مبغ أبسمي مبغ يابِسلِال.
2745,المهن,هذا مكتبي.,ይሄ ቢሮዬ ነው።,يـهـي بيرويـي نَو.
2746,المهن,لدي خبرة خمس سنوات.,የአምስት ዓመት ልምድ አለኝ።,يِأمِست عامِت لِمد آليني.
2747,المهن,أنا عاطل عن العمل.,ሥራ አጥ ነኝ።,سِرا أط نيني.
2748,المهن,هذا عمل جيد.,ይህ ጥሩ ሥራ ነው።,يِه طِرو سِرا نَو.
2749,المهن,هل أنت مشغول؟,ሥራ በዝቶብሃል?,سِرا بِزتوبِـهال؟
2750,المهن,نعم، أنا مشغول جداً.,አዎ፣ በጣም ተጠምጃለሁ።,آوو، بِتام تِطَمِجالِهُ.
2751,المهن,كم ساعة تعمل في اليوم؟,በቀን ስንት ሰዓት ትሰራለህ?,بِقـيـن سنت سِعات تِسيـراليه؟
2752,المهن,أعمل ثماني ساعات.,ስምንት ሰዓት እሰራለሁ።,سمِنت سِعات إِسِرالِهُ.
2753,المهن,أنا موظف استقبال.,እኔ አስተናጋጅ ነኝ።,إِني أستيناجاج نيني.
2754,المهن,هو محاسب.,እሱ አካውንታንት ነው።,إِسو أكاونتانت نَو.
2755,المهن,أين تقع شركتك؟,ኩባንያህ የት ነው?,كوبانيـاه يَت نَو؟
2756,المهن,شركتي في أديس أبابا.,ኩባንያዬ አዲስ አበባ ነው።,كوبانيـايـي آديس أبِبا نَو.
2757,المهن,هل تحتاج مساعدة؟,እርዳታ ትፈልጋለህ?,إِرداتا تِفاليغاليه؟
2758,المهن,نعم، أحتاج مساعدة.,አዎ، እርዳታ እፈልጋለሁ።,آوو، إِرداتا إِفاليغالِهُ.
2759,المهن,متى تبدأ العمل؟,ሥራ መቼ ነው የምትጀምረው?,سِرا مِتشي نَو يَمِتجِمِرو؟
2760,المهن,أبدأ العمل الساعة ٨ صباحاً.,ከጠዋቱ 8 ሰዓት እጀምራለሁ።,كِطِواتو 8 سِعات إِجِمِرالِهُ.
2761,المهن,أنا صحفي.,እኔ ጋዜጠኛ ነኝ።,إِني جازيطينيا نيني.
2762,المهن,أنا أعمل بجد.,በትጋት እሰራለሁ።,بِتِغات إِسِرالِهُ.
2763,المهن,ماذا يفعل النجار؟,አናጺው ምን ያደርጋል?,أناصيو مِن يادِرِگال؟
2764,المهن,النجار يبني الأثاث.,አናጺው የቤት እቃዎችን ይሠራል,أناصيو ييبيت إِقاوُتش إِيـسِـرال.
2765,المهن,هل أنت مدير؟,ሥራ አስኪያጅ ነህ?,سِرا أسكياج نيه؟
2766,المهن,لا، أنا عامل.,አይ፣ እኔ ሠራተኛ ነኝ።,آي، إِني سِراتينيا نيني.
2767,المهن,كم لديك من إجازة؟,ስንት የእረፍት ጊዜ አለህ?,سنت يـئِرِفت غيزي آليه؟
2768,المهن,لدي شهر إجازة.,የአንድ ወር እረፍት አለኝ።,يِأند وُر إِرِفت آليني.
2769,المهن,أنا فنان.,እኔ አርቲስት ነኝ።,إِني أرتيست نيني.
2770,المهن,أنا مصمم جرافيك.,እኔ የግራፊክ ዲዛይነር ነኝ።,إِني يِيـغرافيك ديزاينير نيني.
2771,المهن,هذا اجتماع عمل.,ይሄ የሥራ ስብሰባ ነው።,يـهـي يِسِرا سبسيـبا نَو.
2772,المهن,أنا أبحث عن ترقية.,ማስተዋወቅ እፈልጋለሁ።,ماستِوُاوِق إِفاليغالِهُ.
2773,المهن,لدي شهادة جامعية.,የዩኒቨርሲቲ ዲግሪ አለኝ።,يِيـيونيڤِرسيتي ديغري آليني.
2774,المهن,أنا أعمل في مجال البناء.,በግንባታ ዘርፍ እሰራለሁ።,بِگِنباتا زِرف إِسِرالِهُ.
2775,المهن,السباك يصلح الأنابيب.,ቧንቧ ሰራተኛ ቧንቧዎችን ይጠግናል።,بوانبوا سيراتينيا بوانبواوُتش إِيـطِغِنا.
2776,المهن,هذا هو الزي الرسمي.,ይሄ የሥራ ልብስ ነው።,يـهـي يِسِرا لبس نَو.
2777,المهن,نحن نعمل معاً.,አብረን እንሰራለን።,أبرين إِنسِرالين.
2778,المهن,هو رجل إطفاء.,እሱ የእሳት አጥፊ ነው።,إِسو يـئِسات أطفي نَو.
2779,المهن,هل تعمل في الخارج؟,ከሀገር ውጪ ትሰራለህ?,كِهاگِر وُتْشي تِسيـراليه؟
2780,المهن,أنا أعمل من المنزل.,ከቤት እሰራለሁ።,كِبيت إِسِرالِهُ.
2781,المهن,نحتاج إلى تدريب.,ስልጠና እንፈልጋለን።,سِلطينا إِنفاليگالين.
2782,المهن,المحامي يدافع عن الناس.,ጠበቃ ሰዎችን ይሟገታል።,طِبيقا سِوُتشن إِيـمواغِتا.
2783,المهن,وظيفة دائمة.,ቋሚ ሥራ።,قوامي سِرا.
2784,المهن,وظيفة مؤقتة.,ጊዜያዊ ሥራ።,غِزِيـياوي سِرا.
2785,المهن,سأتقاعد العام القادم.,በሚቀጥለው ዓመት ጡረታ እወጣለሁ።,بِـميِقِطِلو عامِت طوُريتا إِوِطالِهُ.
2786,المهن,أنا أبحث عن وظيفة بدوام كامل.,የሙሉ ጊዜ ሥራ እፈልጋለሁ።,يِيـمولْ غيزي سِرا إِفاليغالِهُ.
2787,المهن,أنا أعمل بدوام جزئي.,በትርፍ ጊዜ እሰራለሁ።,بِتِرف غيزي إِسِرالِهُ.
2788,المهن,هل تحتاج إلى مساعدة؟,እገዛ ይፈልጋሉ?,إِغِزا إِيـفاليغالو؟
2789,المهن,أنا ميكانيكي.,እኔ መካኒክ ነኝ።,إِني ميكانيك نيني.
2790,المهن,الميكانيكي يصلح السيارات.,መካኒክ መኪናዎችን ይጠግናል።,ميكانيك مِكيناوُتش إِيـطِغِنا.
2791,المهن,هل لديك زملاء عمل؟,የስራ ባልደረቦች አሉህ?,يِسِرا بالدِريبوُتش آلوُه؟
2792,المهن,زملائي طيبون.,ባልደረቦቼ ጥሩ ናቸው።,بالدِريبوُتشي طِرو ناتشو.
2793,المهن,نحن نبحث عن موظف جديد.,አዲስ ሰራተኛ እንፈልጋለን።,آديس سِراتينيا إِنفاليگالين.
2794,المهن,ما هي مؤهلاتك؟,መመዘኛዎችህ ምንድናቸው?,مِمِزيـنياوُتشِه مِنديـناتشو؟
2795,المهن,لدي خبرة كبيرة.,ብዙ ልምድ አለኝ።,بِزو لِمد آليني.
2796,المهن,أنا أعمل في المجال الصحي.,በጤናው ዘርፍ እሰራለሁ።,بِطَيناوْ زِرف إِسِرالِهُ.
2797,المهن,أريد أن أكون طياراً.,አብራሪ መሆን እፈልጋለሁ።,أبـراري مِهون إِفاليغالِهُ.
2798,المهن,الطيار يقود الطائرة.,አብራሪው አውሮፕላን ያብራራል።,أبـراريو آوُروپلان يابـرِرا.
2799,المهن,هل أنت مستعد للعمل؟,ለስራ ዝግጁ ነህ?,لِسِرا زِگِجو نيه؟
2800,المهن,أنا مستعد.,ዝግጁ ነኝ።,زِگِجو نيني.
2801,المهن,كم سنة عملت هنا؟,እዚህ ስንት ዓመት ሠርተሃል?,إِزيه سنت عامِت سِرتِـهال؟
2802,المهن,عملت هنا عشر سنوات.,አስር ዓመት ሰርቻለሁ።,أسِر عامِت سِرِتشالِهُ.
2803,المهن,هل هذه وظيفة أحلامك؟,ይህ የህልም ሥራህ ነው?,يِه يِهلِم سِراه نَو؟
2804,المهن,نعم، هذه وظيفة أحلامي.,አዎ፣ ይሄ የህልሜ ሥራ ነው።,آوو، يـهـي يِهلْمي سِرا نَو.
2805,المهن,أنا كاتب.,እኔ ጸሐፊ ነኝ።,إِني صيهافي نيني.
2806,المهن,الكاتب يكتب القصص.,ጸሐፊው ታሪኮችን ይጽፋል።,صيهافيو تاريخوُتش إِيـصِفا.
2807,المهن,كم هو الراتب؟,ደመወዙ ስንት ነው?,ديمووزو سنت نَو؟
2808,المهن,الراتب مرتفع.,ደመወዙ ከፍተኛ ነው።,ديمووزو كِفتينيو نَو.
2809,المهن,أنا أعمل في مصنع.,በፋብሪካ እሰራለሁ።,بِفابريكا إِسِرالِهُ.
2810,المهن,أنا مدير الشركة.,የኩባንያው ሥራ አስኪያጅ ነኝ።,يِيـكوبانيـاو سِرا أسكياج نيني.
2811,المهن,هل تعمل في عطلة نهاية الأسبوع؟,ቅዳሜና እሁድ ትሰራለህ?,قِدامينا إِهود تِسيـراليه؟
2812,المهن,لا أعمل في عطلة نهاية الأسبوع.,ቅዳሜና እሁድ አልሰራም።,قِدامينا إِهود آلسِرّام.
2813,المهن,هل أنت مستقيل؟,ለቀህ ነው?,لِقـيه نَو؟
2814,المهن,سأقدم استقالتي قريباً.,በቅርቡ እለቃለሁ።,بِقِرِبو إِلقالِهُ.
2815,المهن,أنا كهربائي.,እኔ ኤሌክትሪሽያን ነኝ።,إِني إلكتريشيان نيني.
2816,المهن,الكهربائي يصلح الأسلاك.,ኤሌክትሪሽያን ሽቦዎችን ይጠግናል።,إلكتريشيان شيبوُوُتش إِيـطِغِنا.
2817,المهن,هل أنت محامي؟,ጠበቃ ነህ?,طِبِقا نيه؟
2818,المهن,لا، أنا قاضي.,አይ፣ እኔ ዳኛ ነኝ።,آي، إِني دانيا نيني.
2819,المهن,أنا فني كمبيوتر.,እኔ የኮምፒውተር ቴክኒሻን ነኝ።,إِني يِيـكومپيوتِر تيكنيشان نيني.
2820,المهن,التكنولوجيا مهمة لعملي.,ቴክኖሎጂ ለሥራዬ አስፈላጊ ነው።,تِكنولـوجي لِسِرايـي أسِفلِـغي نَو.
2821,المهن,أين هي غرفة الاجتماعات؟,የመሰብሰቢያ ክፍል የት ነው?,يِمِسِبسيـبيا كِفل يَت نَو؟
2822,المهن,غرفة الاجتماعات في الطابق العلوي.,መሰብሰቢያ ክፍሉ በላይኛው ፎቅ ላይ ነው።,مِسِبسيـبيا كِفلو بِلايـيـنياو فـوق لاي نَو.
2823,المهن,سأذهب في رحلة عمل.,የሥራ ጉዞ እሄዳለሁ።,يِسِرا غوزو إِهِدالِهُ.
2824,المهن,هل لديك بطاقة عمل؟,የሥራ ካርድ አለህ?,يِسِرا كارد آليه؟
2825,المهن,هذه بطاقتي.,ይሄ ካርዴ ነው።,يـهـي كاردي نَو.
2826,المهن,أنا صيدلي.,እኔ ፋርማሲስት ነኝ።,إِني فارماسيست نيني.
2827,المهن,الصيدلي يبيع الأدوية.,ፋርማሲስት መድኃኒቶችን ይሸጣል።,فارماسيست مِدِهانيتوُتش إِيـشِطا.
2828,المهن,العمل يتطلب الصبر.,ሥራ ትዕግስት ይጠይቃል።,سِرا تِئِگِست إِيـطَيِقا.
2829,المهن,أنا أعمل في البنك.,በባንክ እሰራለሁ።,بِبانك إِسِرالِهُ.
2830,المهن,هل لديك إجازة مرضية؟,የሕመም ፈቃድ አለህ?,يِيـحمِم فِقاد آليه؟
2831,المهن,أنا مبرمج.,እኔ ፕሮግራመር ነኝ።,إِني بروجرامر نيني.
2832,المهن,المبرمج يكتب الأكواد.,ፕሮግራመር ኮዶችን ይጽፋል።,بروجرامر كودوُتش إِيـصِفا.
2833,المهن,هذا هو المشرف الخاص بي.,ይሄ የእኔ ተቆጣጣሪ ነው።,يـهـي يـئِني تِقوطاطاري نَو.
2834,المهن,ماذا درست؟,ምን አጠናህ?,مِن أطِيناه؟
2835,المهن,درست الاقتصاد.,ኢኮኖሚክስ አጠናሁ።,إِكونوميكس أطِيناهو.
2836,المهن,هل تحتاج إلى تدريب إضافي؟,ተጨማሪ ስልጠና ያስፈልግሃል?,تِتِـماري سِلطينا ياسيـفلِغِهال؟
2837,المهن,أنا حارس أمن.,እኔ ዘበኛ ነኝ።,إِني زيبيـنيا نيني.
2838,المهن,أنا أعمل ليلاً.,በሌሊት እሰራለሁ።,بِلَيليت إِسِرالِهُ.
